iter	Logloss
350	0.2007810493
351	0.2005219689
352	0.2002592189
353	0.1999931954
354	0.1997698054
355	0.1994740062
356	0.1991196079
357	0.1988196087
358	0.1986180588
359	0.1983746928
360	0.198155615
361	0.1978932997
362	0.1976074147
363	0.1973312583
364	0.1971662388
365	0.1969474128
366	0.1966573969
367	0.1963955819
368	0.1961350002
369	0.195926028
370	0.1956789324
371	0.1954538693
372	0.1952643257
373	0.1949826658
374	0.1947000652
375	0.1944742678
376	0.1942133155
377	0.1939662521
378	0.193774941
379	0.1935425484
380	0.193234984
381	0.1929903078
382	0.1927558801
383	0.1924817715
384	0.1922585213
385	0.1920199622
386	0.1918084379
387	0.1914839206
388	0.1912246116
389	0.190979499
390	0.1907304014
391	0.1904825636
392	0.1902196915
393	0.1899938243
394	0.1897206832
395	0.1894986328
396	0.1892110443
397	0.188815854
398	0.1885513681
399	0.1882697382
400	0.1879946617
401	0.1877575776
402	0.1874863429
403	0.1873058283
404	0.187083504
405	0.1868647728
406	0.186626039
407	0.186460366
408	0.1861791039
409	0.1858521044
410	0.1855951794
411	0.1854331262
412	0.1852380695
413	0.1850448263
414	0.1848685204
415	0.1846664811
416	0.1844806801
417	0.1842936123
418	0.18397725
419	0.1837868167
420	0.1835974313
421	0.1833943469
422	0.1831336397
423	0.1829618797
424	0.182752523
425	0.1825196329
426	0.1823124405
427	0.1820590206
428	0.1818385576
429	0.1816291228
430	0.1814804642
431	0.1812547354
432	0.1810333467
433	0.1808223841
434	0.1806267671
435	0.1804326756
436	0.1801858355
437	0.1799208981
438	0.1796954623
439	0.1794741976
440	0.1792810451
441	0.1790908805
442	0.1788532162
443	0.1786780982
444	0.1784157249
445	0.178167165
446	0.1779915806
447	0.1777154335
448	0.1774161557
449	0.1772179138
450	0.1770034613
451	0.1768171462
452	0.1765801328
453	0.1763663449
454	0.1761555446
455	0.1758843337
456	0.1755805479
457	0.1752790126
458	0.1750252432
459	0.1748492203
460	0.1746249972
461	0.1743988487
462	0.1742021263
463	0.1740589709
464	0.173833302
465	0.173597725
466	0.1734101196
467	0.1731608092
468	0.1729567664
469	0.1727503955
470	0.1725445711
471	0.1723261382
472	0.1720509642
473	0.1717510605
474	0.1715776244
475	0.1712741945
476	0.1711072547
477	0.1709283674
478	0.170748331
479	0.1705359063
480	0.1703672158
481	0.170158936
482	0.169924863
483	0.1697177622
484	0.1695231034
485	0.1692639233
486	0.1690714154
487	0.1687775948
488	0.1685449767
489	0.1683711856
490	0.1682189484
491	0.1680589435
492	0.167890396
493	0.1676886173
494	0.1674878686
495	0.167294518
496	0.1669941957
497	0.1667678149
498	0.166548944
499	0.1663972099
500	0.1661893131
501	0.1660308305
502	0.1658433791
503	0.1656950059
504	0.1654895692
505	0.1653243441
506	0.1651368384
507	0.1648767532
508	0.1646819464
509	0.1644622002
510	0.1642443135
511	0.1639943513
512	0.1638190506
513	0.1635501588
514	0.1633228187
515	0.1631187504
516	0.1629077888
517	0.1627188465
518	0.162559129
519	0.1623716572
520	0.1621218337
521	0.1619469051
522	0.1618025039
523	0.1616301812
524	0.1614399714
525	0.1612332018
526	0.1610559652
527	0.1609204472
528	0.1606756739
529	0.1604503266
530	0.1602099933
531	0.1600281379
532	0.1598371342
533	0.1596231138
534	0.1594324459
535	0.159255634
536	0.1590869463
537	0.1588654364
538	0.1586722291
539	0.1584810301
540	0.1582565761
541	0.1580730322
542	0.1579463642
543	0.1577382225
544	0.157540048
545	0.1573063125
546	0.1571258162
547	0.1569366123
548	0.1567135664
549	0.1565192163
550	0.1563706
551	0.1561740675
552	0.155994314
553	0.1558571838
554	0.1556758503
555	0.1555004593
556	0.1553498351
557	0.1551632681
558	0.1550422124
559	0.154846383
560	0.1546836428
561	0.1544929009
562	0.154274512
563	0.1541164188
564	0.1539217505
565	0.1538081885
566	0.1536585585
567	0.1534438975
568	0.1531988551
569	0.1529354861
570	0.1527127905
571	0.1525359382
572	0.1523646364
573	0.1521558675
574	0.1519113056
575	0.1517506276
576	0.1516332464
577	0.1514837743
578	0.1512317339
579	0.151049118
580	0.1508791091
581	0.1506550847
582	0.1504500323
583	0.1502534763
584	0.1500422069
585	0.1498385886
586	0.1496678211
587	0.1495005023
588	0.1493678263
589	0.149201343
590	0.1490314475
591	0.1488927735
592	0.1487038934
593	0.148544738
594	0.1484101723
595	0.1482478387
596	0.1480390453
597	0.1478517895
598	0.147656608
599	0.1475001354
600	0.1473624474
601	0.1472223616
602	0.1470565323
603	0.1468905486
604	0.1467325856
605	0.1465634347
606	0.1463552509
607	0.1462113339
608	0.146008849
609	0.1457825558
610	0.1456647187
611	0.1454681663
612	0.1452500706
613	0.1450908529
614	0.1448876044
615	0.1446941968
616	0.1445469379
617	0.1443941985
618	0.1442412469
619	0.1440858508
620	0.1439073009
621	0.1438153509
622	0.1436531972
623	0.1434879637
624	0.1432867041
625	0.1431615558
626	0.1430551394
627	0.1429039649
628	0.14270796
629	0.1425698651
630	0.1424323532
631	0.1422919186
632	0.1420872983
633	0.1419259058
634	0.141812018
635	0.1416667856
636	0.1415275706
637	0.1413781201
638	0.1412376331
639	0.1411124593
640	0.1408769747
641	0.140763868
642	0.1406326765
643	0.1405215741
644	0.140345461
645	0.1401883946
646	0.1399705347
647	0.1398260398
648	0.1396462565
649	0.1394565751
650	0.1392898952
651	0.1390898075
652	0.1389819008
653	0.1388162452
654	0.1386882404
655	0.1385497537
656	0.1383770435
657	0.1382328947
658	0.1381510008
659	0.1379831971
660	0.1378414867
661	0.1376985043
662	0.1375608262
663	0.137419563
664	0.1372526525
665	0.1371001689
666	0.1369035
667	0.136741315
668	0.1365435588
669	0.1364005951
670	0.1362428031
671	0.1361085092
672	0.1359815977
673	0.1358353497
674	0.1357066268
675	0.1355459869
676	0.1353914229
677	0.1352256349
678	0.1350713437
679	0.1349604221
680	0.1348713496
681	0.1347115295
682	0.1345634099
683	0.1344793678
684	0.1342945197
685	0.1341342663
686	0.1340123446
687	0.1338735358
688	0.1337359506
689	0.1335905287
690	0.1334691162
691	0.1333436956
692	0.1332257332
693	0.1330883661
694	0.1329502518
695	0.1328629918
696	0.1327553412
697	0.1326408161
698	0.1325081759
699	0.1323583939
700	0.1322207144
701	0.1320416992
702	0.1319096149
703	0.1317353264
704	0.1316045878
705	0.131456983
706	0.1313557813
707	0.1312486203
708	0.1311332703
709	0.1310147692
710	0.1308480714
711	0.130690042
712	0.1305651377
713	0.1304175598
714	0.130291135
715	0.1301660534
716	0.1300181391
717	0.1299097754
718	0.12973809
719	0.1295880029
720	0.1294290801
721	0.1292921954
722	0.1291417543
723	0.1289821644
724	0.1288236151
725	0.1286654023
726	0.1285592465
727	0.1284205367
728	0.1282878699
729	0.128191008
730	0.1280384854
731	0.1278803444
732	0.1277074854
733	0.1275905684
734	0.127458257
735	0.1273046673
736	0.1271443054
737	0.1270268336
738	0.1268833991
739	0.1267400263
740	0.1266632807
741	0.1265212584
742	0.1263959837
743	0.1262717586
744	0.12614344
745	0.1260071007
746	0.1258887333
747	0.1257882409
748	0.1256487874
749	0.1255043681
750	0.1253327183
751	0.1252465923
752	0.1251045664
753	0.1249612375
754	0.1248310219
755	0.1246628879
756	0.1245515096
757	0.124407653
758	0.1242533589
759	0.124104273
760	0.1240175947
761	0.1238807438
762	0.1237013713
763	0.1235529737
764	0.123379974
765	0.1232358776
766	0.1231065243
767	0.1229556142
768	0.1228866324
769	0.1227451242
770	0.1226319109
771	0.1225152091
772	0.1223410354
773	0.1222292147
774	0.1221123893
775	0.1220038314
776	0.1218952478
777	0.1217434153
778	0.1215722571
779	0.1214520249
780	0.1213207939
781	0.1211755358
782	0.1210680216
783	0.1209589405
784	0.1208687049
785	0.1207311386
786	0.1205898684
787	0.120461351
788	0.1203432522
789	0.1201866227
790	0.1200535549
791	0.1198989748
792	0.119768752
793	0.1196298032
794	0.1195027084
795	0.1193456949
796	0.1192257487
797	0.1190625665
798	0.1189792547
799	0.1188644784
800	0.1187482173
801	0.1186554311
802	0.1185670043
803	0.118448921
804	0.1183839352
805	0.1182480576
806	0.1181536079
807	0.1180764359
808	0.1179193028
809	0.1178093894
810	0.117647302
811	0.1175451859
812	0.11743768
813	0.1173241501
814	0.1172016882
815	0.1170567834
816	0.116901626
817	0.1168147769
818	0.1166874892
819	0.1165751249
820	0.1164730901
821	0.1163646029
822	0.1162185972
823	0.1161118589
824	0.1159716244
825	0.1158530896
826	0.1157859986
827	0.1157238683
828	0.1156040634
829	0.1154642626
830	0.1153214054
831	0.1152096917
832	0.1150877646
833	0.1149791106
834	0.1148572114
835	0.1147459187
836	0.1146275922
837	0.1144958504
838	0.1144295462
839	0.1143036864
840	0.1141739095
841	0.1140585055
842	0.1139179889
843	0.1138254871
844	0.1136717583
845	0.1135553129
846	0.1133832853
847	0.1132925137
848	0.1131669681
849	0.1130848906
850	0.1130275527
851	0.1129247232
852	0.1128194356
853	0.1127131259
854	0.1126046515
855	0.11246069
856	0.1123700165
857	0.1122217928
858	0.1120944035
859	0.1119610911
860	0.1118665784
861	0.1117509912
862	0.1116570363
863	0.1115409924
864	0.1114315038
865	0.1113509991
866	0.1112544652
867	0.1111698696
868	0.1110760097
869	0.1109313533
870	0.1108175639
871	0.1107080593
872	0.1106242965
873	0.1105088376
874	0.1104041174
875	0.1102541649
876	0.1101037309
877	0.1099813705
878	0.1098489675
879	0.109689563
880	0.1096311715
881	0.1095328715
882	0.1094421132
883	0.1093047662
884	0.109208291
885	0.1091071462
886	0.1090103738
887	0.1089294839
888	0.108817698
889	0.1087165702
890	0.1085889688
891	0.108443443
892	0.1083015168
893	0.1081876657
894	0.1080824968
895	0.107973804
896	0.1078892446
897	0.1077574414
898	0.1076285425
899	0.1074722784
900	0.1073740174
901	0.1072232106
902	0.1071345437
903	0.1070241317
904	0.1069251729
905	0.1067634971
906	0.1066498014
907	0.1065091897
908	0.1064497594
909	0.1063566567
910	0.1062045206
911	0.1061026555
912	0.1059942223
913	0.1058650375
914	0.105772868
915	0.1056507199
916	0.1055582493
917	0.1054789355
918	0.1053937024
919	0.1052450181
920	0.1051535207
921	0.105045143
922	0.104900873
923	0.1048195452
924	0.1047243116
925	0.1046342448
926	0.1044983793
927	0.1043884269
928	0.1042844477
929	0.1042179064
930	0.1041415814
931	0.1040789225
932	0.1039847012
933	0.1039009955
934	0.1037981876
935	0.1036595677
936	0.1035859187
937	0.1034772686
938	0.1033739099
939	0.1032470374
940	0.1031452016
941	0.1030089515
942	0.1029127469
943	0.1028003896
944	0.102715634
945	0.1025573219
946	0.1024553355
947	0.102390748
948	0.1022739899
949	0.1021700623
950	0.1020648349
951	0.1019642616
952	0.1018477174
953	0.1017879807
954	0.101685222
955	0.1015844538
956	0.1015023904
957	0.1014136331
958	0.1012821067
959	0.1012049742
960	0.1011079516
961	0.1010439438
962	0.1009738043
963	0.1008890675
964	0.1007633749
965	0.100675612
966	0.1005757795
967	0.1004827212
968	0.1004133789
969	0.1003132667
970	0.1001708369
971	0.1000967733
972	0.09998955692
973	0.09990089082
974	0.09978181207
975	0.09966554152
976	0.09954885279
977	0.09943323393
978	0.09932631382
979	0.09927014014
980	0.09920061912
981	0.09908121575
982	0.09901281987
983	0.09892992286
984	0.09883873457
985	0.09872668935
986	0.09864192082
987	0.0985803223
988	0.09849261782
989	0.09840779031
990	0.09827274306
991	0.09815787026
992	0.098075379
993	0.09798634689
994	0.09792066349
995	0.09782377251
996	0.09773028381
997	0.09764149194
998	0.09755052354
999	0.09744379901
